source,target,weight
KAZ,GBR,1619185.144
KAZ,ESP,1135352.156
KAZ,POL,1305355.688
KAZ,TJK,356778.306
KAZ,LVA,183005.511
KAZ,DEU,1610232.0269999993
KAZ,GRC,575434.584
KAZ,CHN,16289385.153
KAZ,AZE,237580.27899999995
KAZ,UKR,2669595.1640000003
KAZ,TUR,2574351.1780000003
KAZ,USA,1028885.556
KAZ,KOR,279213.40400000004
KAZ,KGZ,506773.9709999999
KAZ,FIN,582698.144
KAZ,PRT,1137753.05
KAZ,JPN,1043880.4759999998
KAZ,AUT,3876532.588000001
KAZ,ITA,15045253.714000002
KAZ,RUS,7513175.799999999
KAZ,FRA,5414718.181000001
KAZ,CAN,2629265.1669999994
KAZ,CHE,4952837.397000001
KAZ,AFG,333844.229
KAZ,ISR,1418512.914
KAZ,UZB,1179343.551
KAZ,BGR,481939.58
KAZ,NLD,6637107.266
KAZ,IRN,1077030.6410000003
MMR,SGP,386462.311
MMR,IND,929207.187
MMR,CHN,1515114.6930000002
MMR,KOR,206946.805
MMR,JPN,309994.28200000006
MMR,THA,3216789.7560000005
MMR,MYS,190435.073
GUY,USA,226799.87400000007
GUY,CAN,401985.34300000005
NOR,GBR,44357599.89699999
NOR,ESP,2233970.171000001
NOR,AGO,215590.366
NOR,POL,2659934.293999999
NOR,SGP,1070030.63
NOR,IND,375784.079
NOR,IRL,1718009.491
NOR,ARE,264113.704
NOR,DEU,16237599.222000005
NOR,GRC,191545.458
NOR,BEL,4182574.3449999993
NOR,CHN,2715176.2380000004
NOR,UKR,239645.14800000004
NOR,TUR,787001.416
NOR,USA,8770954.81
NOR,BRA,710592.3389999999
NOR,KOR,1531822.6640000006
NOR,SWE,9794309.772
NOR,NGA,318372.129
NOR,LTU,300604.01800000004
NOR,AUS,235435.8
NOR,FIN,2394918.8010000014
NOR,DNK,5761155.762
NOR,PRT,807641.3580000001
NOR,BHS,185506.983
NOR,EST,210970.846
NOR,JPN,1810218.936
NOR,AUT,959761.518
NOR,ITA,3572612.2319999994
NOR,VNM,182076.508
NOR,RUS,1319517.855
NOR,ISL,634784.1549999999
NOR,FRA,10849296.898999998
NOR,CAN,2525550.9659999995
NOR,CHE,908773.812
NOR,CZE,1420273.6100000008
NOR,NLD,18336326.225
GBR,KAZ,425882.44
GBR,NOR,4955758.627000003
GBR,ESP,14225417.902000004
GBR,MAR,833877.9739999998
GBR,AGO,600418.6779999998
GBR,POL,6753077.733000004
GBR,SGP,5684176.8270000005
GBR,PAK,782727.1170000001
GBR,IND,8261925.861
GBR,LVA,365274.3359999999
GBR,TZA,343943.2009999999
GBR,IRL,27498344.262
