source,target,weight
TZA,KEN,228386.047
TZA,IND,751179.4449999997
TZA,CHN,309420.302
TZA,ZAF,764565.7349999999
TZA,CHE,404708.8469999999
TZA,JPN,221168.31
ARM,RUS,331903.94000000006
CZE,SVN,678976.9100000001
CZE,HRV,455984.8259999999
CZE,CAN,279550.20700000005
CZE,IND,537037.529
CZE,KAZ,394432.351
CZE,NLD,4524887.297000001
CZE,CHN,1916664.9080000003
CZE,AUT,7328625.589000001
CZE,USA,3486952.077000001
CZE,DEU,50556514.407
CZE,MAR,206843.29500000004
CZE,TUR,2205219.5920000006
CZE,ZAF,500804.796
CZE,DNK,1327601.7820000006
CZE,BEL,4079910.752
CZE,LTU,607403.2350000001
CZE,GRC,285199.27999999985
CZE,RUS,5936747.596
CZE,ITA,5754251.667000001
CZE,PRT,457514.6179999999
CZE,LVA,320673.58099999995
CZE,SWE,2420747.690000001
CZE,SVK,14252027.185999995
CZE,FIN,775739.7270000001
CZE,MEX,479754.9359999999
CZE,ISR,629569.8010000001
CZE,SAU,356740.8339999999
CZE,IRL,474112.7209999998
CZE,KOR,576779.3780000001
CZE,FRA,7977452.635999997
CZE,AUS,678725.8699999999
CZE,GBR,7824884.543000001
CZE,UKR,1644060.3110000007
CZE,BRA,422587.7800000003
CZE,EGY,282546.82999999984
CZE,CHE,2523861.611
CZE,HUN,4214436.587
CZE,ARE,686585.8950000001
CZE,POL,9664078.019999996
CZE,NOR,831450.1150000002
CZE,EST,262607.8410000001
CZE,BLR,484903.67999999993
CZE,DZA,221043.43400000004
CZE,SGP,204188.372
CZE,BGR,743674.2790000004
CZE,ESP,3474855.903000001
CZE,JPN,870457.2249999996
THA,CZE,724036.3830000003
THA,CIV,260724.034
THA,MMR,3788633.160000001
THA,LAO,3758453.664
THA,KEN,208944.886
THA,CAN,1478983.8270000005
THA,IND,5182285.561999999
THA,NLD,4432195.886999998
THA,CHN,27238223.902000006
THA,AUT,222895.39
THA,GHA,304028.79799999995
THA,USA,23017138.212
THA,DEU,4068940.430999998
THA,TUR,1119521.5489999996
THA,LBY,409485.031
THA,ZAF,2607842.205000001
THA,DNK,424440.606
THA,OMN,746113.137
THA,QAT,378476.4100000001
THA,ECU,278350.613
THA,BEL,1657704.385
THA,IRN,332773.26800000016
THA,RUS,1164181.204
THA,ITA,1446641.489
THA,SWE,529020.539
THA,PER,490732.4280000001
THA,FIN,330732.966
THA,MEX,1855634.7390000003
THA,KWT,418628.1640000001
THA,IRQ,737887.7450000001
THA,ISR,684651.4729999999
THA,IDN,10872574.764999997
THA,SAU,2980552.960000001
THA,COL,249634.3260000001
THA,IRL,424390.8130000001
THA,PHL,5042021.831999998
THA,CHL,619057.98
THA,KOR,4589544.703999997
THA,FRA,1726994.6549999998
THA,AUS,10348939.090000002
THA,GBR,3787116.259000001
THA,BHR,219793.77300000004
THA,PAK,940530.337
THA,NGA,410818.1589999999
THA,BRA,2252354.717999999
THA,EGY,910842.3370000004
THA,BEN,497692.57400000014
THA,ARG,1049449.424
THA,PAN,237752.656
THA,LBN,216249.6380000001
THA,JOR,264323.269
THA,CHE,1612488.3010000002
THA,HUN,438611.78600000014
THA,LKA,422153.8930000002
THA,NZL,1160929.8130000003
THA,VNM,7182184.544000009
THA,ARE,3078591.654000001
THA,POL,596948.261
THA,KHM,4256280.221999999
THA,MYS,13014892.713
THA,AGO,231335.249
THA,DZA,326632.106
THA,BGD,845855.3979999999
THA,SGP,11236345.019
THA,ESP,805346.6089999998
THA,YEM,277654.993
THA,JPN,22235591.502999995
SVN,CZE,743287.2259999997
SVN,HRV,1972280.635999999
SVN,NLD,454406.133
SVN,MKD,223476.172
SVN,AUT,2480194.406
SVN,USA,484332.1330000001
SVN,DEU,5834063.247000002
SVN,TUR,284343.1270000001
SVN,DNK,297278.923
SVN,BEL,313821.74999999994
SVN,BIH,740940.0670000005
SVN,RUS,1354741.1460000004
SVN,ITA,3305563.367000001
SVN,SWE,284977.90699999995
SVN,SVK,520331.795
SVN,FRA,1512941.2689999996
SVN,GBR,585662.4400000002
SVN,UKR,334247.8240000001
SVN,CHE,390578.2939999998
SVN,HUN,831358.7700000004
SVN,POL,854243.2829999999
SVN,DZA,214936.757
SVN,BGR,199313.474
SVN,ESP,314163.03899999993
BOL,CHN,324726.83290000004
BOL,USA,1249919.97592
BOL,BEL,245905.49017
BOL,PER,660858.2684000002
BOL,COL,651241.86641
BOL,KOR,405066.21579
BOL,BRA,4043001.35032
BOL,ARG,2523335.35331
BOL,JPN,417710.86435
CIV,CAN,402717.697
CIV,IND,250579.112
CIV,NLD,965958.011
CIV,GHA,1850395.252999999
CIV,USA,740763.2749999999
CIV,DEU,749306.0730000001
CIV,ZAF,354876.23100000015
CIV,BEL,419402.846
CIV,GAB,243023.512
CIV,ITA,207605.537
CIV,FRA,783488.425
CIV,GBR,238645.042
CIV,NGA,862001.9820000001
CIV,BFA,479174.72399999993
CIV,CHE,252454.204
CIV,MLI,357500.7580000001
CIV,MYS,327489.944
CIV,ESP,209565.611
MMR,THA,4042843.9800000014
MMR,IND,810829.0540000001
MMR,CHN,3020484.6060000006
MMR,KOR,326449.61900000006
MMR,MYS,238184.82299999995
MMR,SGP,381740.04900000006
MMR,JPN,779926.3770000001
LAO,THA,956018.6699999998
LAO,NLD,203048.769
LAO,CHN,366670.592
LAO,AUS,721725.701
LAO,VNM,364933.158
MDA,RUS,631931.5189999999
KEN,TZA,424022.1159999999
KEN,NLD,369926.598
KEN,USA,328251.842
KEN,UGA,657741.1209999998
KEN,GBR,398426.621
KEN,PAK,279697.635
KEN,EGY,196294.87900000004
KEN,ARE,264298.44600000005
HRV,SVN,1326089.8820000004
HRV,AUT,796178.1689999999
HRV,USA,327992.48500000004
HRV,DEU,1491365.4429999995
HRV,BIH,1562342.782
HRV,RUS,377482.919
HRV,ITA,1851724.3919999995
HRV,FRA,216384.356
HRV,GBR,261997.8280000001
HRV,HUN,306101.82199999987
CAN,THA,718923.4400000002
CAN,IND,2691235.513
CAN,NLD,3467765.523999999
CAN,BWA,300536.207
CAN,CHN,19842696.976
CAN,AUT,399333.8169999999
CAN,GHA,241700.439
CAN,USA,332950165.86500007
CAN,DEU,2838890.83
CAN,MAR,428032.531
CAN,TUR,852204.4629999998
CAN,ZAF,440966.504
CAN,DNK,229911.599
CAN,ECU,291776.291
CAN,BEL,2433236.8210000005
CAN,RUS,1347191.3429999994
CAN,TTO,326099.162
CAN,ITA,1880896.414
CAN,PRT,298952.2579999999
CAN,SWE,337373.78900000016
CAN,PER,585117.226
CAN,FIN,334829.253
CAN,MEX,5212860.2020000005
CAN,ISR,360640.536
CAN,IDN,1848731.085
CAN,SAU,884259.7590000002
CAN,COL,680112.2600000002
CAN,IRL,412736.61
CAN,PHL,573520.844
CAN,CHL,771546.1430000002
CAN,KOR,3365530.400000001
