source,target,weight
AGO,MWI,8.9217
AGO,TCD,329.75249
AGO,ETH,119.98361
AGO,BHS,145.69989
AGO,ATG,54.77374999999999
AGO,IRN,1.1385999999999998
AGO,POL,413.61758
AGO,SVN,40.12179
AGO,GUY,17.38093
AGO,ZMB,89.51351
AGO,LKA,10.66909
AGO,OMN,191.96466
AGO,TZA,5.43128
AGO,MUS,33.872240000000005
AGO,PNG,17.330740000000002
AGO,LAO,18.3743
AGO,CZE,2.27159
AGO,UKR,18.29472
AGO,NIC,3.9604
AGO,BOL,62.56925
AGO,AFG,2.24839
AGO,CRI,1.18752
AGO,MAR,444.51522
AGO,CYP,10.511329999999996
AGO,ARM,30.49364
AGO,NZL,125.8093
AGO,GNB,201.55885
AGO,ALB,39.72274
AGO,LBY,36.42276
AGO,FIN,22.29841
AGO,URY,1.35428
AGO,JAM,0.19802
AGO,LTU,0.82772
AGO,BGD,125.72243
AGO,LVA,3.0782300000000005
AGO,GRC,43.07466999999999
AGO,ARG,98.69971
AGO,BFA,161.28977999999998
AGO,BWA,0.19802
AGO,MLI,175.25008
AGO,GEO,165.39085
AGO,MLT,4.60083
AGO,AZE,143.35576999999998
AGO,BHR,5.187250000000001
AGO,IRL,249.29058
AGO,KEN,456.80758
AGO,BGR,158.25206000000003
AGO,YEM,21.153
AGO,CAF,80.19413999999999
AGO,BEN,332.21585000000005
AGO,HUN,6.952439999999999
AGO,DOM,23.7267
AGO,PHL,13.35979
AGO,QAT,143.24152
AGO,IRQ,41.33665
AGO,ZWE,0.38595
ARE,BHS,1387.172919836
ARE,MDA,1505.157637742
ARE,GRD,886.104036092
ARE,GUY,1505.847630738
ARE,LSO,908.079523362
ARE,LCA,101.34510386
ARE,LAO,1548.568380986
ARE,PLW,280.43286766000006
ARE,WSM,0.56364858
ARE,KNA,70.115160412
ARE,ISL,1151.83493381
ARE,DMA,1066.7264488760002
ARE,VCT,115.967019366
ARE,KIR,47.605704608
ARE,STP,1127.047738696
ARE,TON,398.275175804
ARG,KGZ,84.21942
ARG,ATG,243.29809
ARG,MDV,497.88415
ARG,GRD,322.9633
ARG,ZMB,287.96680000000003
ARG,LSO,321.71025
ARG,PNG,418.63107
ARG,TKM,101.81575
ARG,LAO,231.75351
ARG,SWZ,70.49637
ARG,KNA,64.62121
ARG,DMA,166.76377
ARG,BWA,4.14
ARG,VCT,233.31186
ARG,SYC,141.5785
